reviewId,userName,userImage,reviews,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
074b6496-832a-4d94-aaaf-088542998303,adeniyi muyiwa,https://play-lh.googleusercontent.com/a/AGNmyxZsnA2dlzaBApU-lNfLAOgdthcrR5KdHaDKTPE2=mo,Why is it so difficult in getting through to the dashboard after inputing password and necessary details.,1,0,14.4,2023-03-19 20:18:56,,
063b9d48-30be-4e08-9878-913b94721e50,Robel Mazengia,https://play-lh.googleusercontent.com/a/AGNmyxYHT8G4xr6pAtQnZ7-4f9AhVxbAQIEqbU0KdxNxzA=mo,Efficient loan application and approval process. User-friendly interface. Reasonable interest rates and terms.,5,0,14.3,2023-03-19 03:57:56,,
d798fda8-303d-441d-8281-bfec50ab9cbd,SAFARì,https://play-lh.googleusercontent.com/a-/ACB-R5R3YXRV4gVD42YrTBHh_OG0hVYqkq5BKwg2dgi_,"Needs an update, it crashes upon completing loan registration.",1,0,14.3,2023-03-19 01:18:21,,
846b3fb7-60df-4d13-873f-1398a7d6d38f,Ayodele Temitope,https://play-lh.googleusercontent.com/a-/ACB-R5RoHqSpqF3ldUMhj7ySqkVavzSBpZPSg96UQQhzl7A,"The app is quick, nice design with monochromatic colours, but I still there's room for improvement",4,0,14.3,2023-03-18 19:15:48,,
70355c77-26c8-457f-89da-3b9e778ecd73,Afolabi Oluwapelumi,https://play-lh.googleusercontent.com/a/AGNmyxZ3mDC5kP_vgia40V-fEjkbTUDbj4UwAMjKijA9=mo,Nice app. However you should also consider offering more flexible repayment plans and expanding their loan amount limit to cater to borrowers with higher financial needs. Thank you,4,0,,2023-03-18 17:58:52,,
60e56fa5-de21-4df6-8784-755e7b391d51,Peter Gregory,https://play-lh.googleusercontent.com/a/AGNmyxaUpN3IOXt2LyP5xAGNtXYB8DP8vfb3uQC5LtA=mo,Pls I don't understand this that My bank account on sms does not match the bank account linked on the app Please explain this to me I have been contacting the customer service but they are not replying me,3,0,14.3,2023-03-18 17:29:42,,
2931dbfa-f8c7-482d-b7e2-5f4f47cb2fcb,Ojo Moses,https://play-lh.googleusercontent.com/a/AGNmyxYGZLtUq1oAE7pKSITq5s1iq60uip_pl3MOjjS8=mo,"Nice app with great look and accessibility for users , experienced issue viewing the loan options but all in all the features are a lot and it gives the borrower a lot of options",3,0,14.3,2023-03-18 08:14:33,,
1c2578f8-fc63-47b5-a334-d292c67a1afd,Roqeeb Adegbola,https://play-lh.googleusercontent.com/a-/ACB-R5RyAIS3_9jovF9HWpp6UuigaEh4NrOSGVp5f9Yyfw,"Good job with the loan criteria and tenure but the app surely have some bugs to fix. I was unable to log in again after registering. Also, the app presents a good user experience for lenders to navigate through the app.",3,0,14.3,2023-03-18 06:28:34,,
2877e01c-fcce-481a-b96f-b2307fde76a4,Emmanuel enwesi,https://play-lh.googleusercontent.com/a-/ACB-R5QNSDW1c6JP-S9E1_JKcwctr4bv_BvXcXZgS5gr6Q,"Lovely service, a nice user interface , but some terms might be hard to understand.",3,0,14.3,2023-03-18 06:27:42,,
ee163088-95df-4e05-9b15-0af904a227b4,Samuel Odiase-Omoighe,https://play-lh.googleusercontent.com/a/AGNmyxaAC_5-x25JnDEUmEBqaLR49qEro1QqKpZYQZIx=mo,"First of all, the app is very user-friendly and intuitive. It guides you through the entire application process step by step, and it's easy to understand what information you need to provide. I appreciated that the app asked for all the necessary details upfront, so I didn't have to go back and forth with customer service to provide additional information.",4,0,14.3,2023-03-18 03:10:05,,
9a4c5871-03ef-4e3b-a7e4-02f8964526b5,Ayeh Ojima,https://play-lh.googleusercontent.com/a/AGNmyxbCCyhuIOtQRtDQxhMoX4t4xYwbI5nW9zyxxzVD=mo,"This application is not working, after successful registration I can't open the app.",1,0,14.3,2023-03-17 21:08:59,"Hi, please send us more details regarding the issue you are facing or any error message that is displayed on the screen at support@irorun.com. Thanks.",2023-03-17 22:01:13
4493ee44-04be-4809-9a24-10df7dddaee8,AmazingOluwaseyi,https://play-lh.googleusercontent.com/a-/ACB-R5TJLyBzkujwvrx6RrkZ381QgkjBdqlbDZ9XtncHeA,"I've logged in all my details, then I clicked to request for a loan and it's talking time to load. Why?",1,0,14.3,2023-03-17 16:55:46,"Hi, please email us a screenshot of the error you are facing along with your mobile number at support@irorun.com so we can look into this for you. We apologise for any inconvenience.",2023-03-17 22:01:26
f45e5e9b-a799-4904-94b6-51ac58b73de1,Oga Handlord1,https://play-lh.googleusercontent.com/a-/ACB-R5QJvyJIbjJv2agKxNtiChVNwzu3LtBaVpQWOoe8RA,Nobody should download this application it's very very very bad ??????????????????????????????????????????????????????????????????????????????,1,0,14.3,2023-03-17 15:15:39,Very sorry to hear that you don't like our app. Would you mind telling us what you dislike about it? Please write to us at support@irorun.com. We'll be grateful for your feedback.,2023-03-17 22:02:46
38604ffd-1659-4082-9d21-7da24602228e,oyebanji oluwatobiloba shola,https://play-lh.googleusercontent.com/a-/ACB-R5SaorXuHBnMfvRtGf-jKct0wR7wo4CcXe5H6blbWw,"Irorun is a nice app, registration and sign up are easy and fluent, I am offered immediate plans but the interest rates could be reduced a little and would appreciate if there could be an access to credit score across all financial institutions to take notes of my credit history. It's a great app and distinctly recommended.",4,0,14.3,2023-03-17 09:48:40,"Hi,
Thanks for your feedback. We are continuously working on adding more features to our app to make your experience better.",2023-03-17 22:02:09
ac02e480-debc-496c-b567-fc52f7e5d486,Ameenu Shuaibu,https://play-lh.googleusercontent.com/a-/ACB-R5RIRW8xaXZCxSxdxovqFBnbzExTVV_qxvGTj5Df4Q,Irorun is the perfect avenue for lending and transaction.,5,0,14.0,2023-03-17 00:49:54,"Hi, thank you very much for your feedback.",2023-03-17 22:02:16
7554e138-a5fb-46ab-963e-e86f68056d7e,Oluwagbemiga Joshua Solomon,https://play-lh.googleusercontent.com/a-/ACB-R5TPWlk5lTFB3JhBG2Ku7p_mlw7VCUzX_TxFN_On,Very lovely app with great ambition.,5,0,14.0,2023-03-16 20:32:35,"Hi, thank you very much for your feedback.",2023-03-17 22:02:28
8b4b42f6-491d-44e0-90e6-c01a0e819d65,Saka Qudus,https://play-lh.googleusercontent.com/a-/ACB-R5Sa9zU4h7SLIJlgu9b94_VWI_tSrjjbpqr-Gmd8,I love ur app,5,0,,2023-03-15 20:10:05,Thanks for taking out time to rate us. It really helps us to keep going and delivering the best :),2023-03-16 14:56:20
7eca2f32-02be-4aec-8137-1c2ead821371,Fortune oliseyenum,https://play-lh.googleusercontent.com/a/AGNmyxYbtqq5ygBjpVYaAd0AadFd9bbeLkNqkzIO7osG=mo,This is One of the best loan app I've encountered so far. And there rates are very comfortable,5,0,,2023-03-15 16:40:46,"Hi, thank you very much for your feedback.",2023-03-16 14:55:59
811d26d8-015a-41df-bd28-c4cc30bfcb3e,anoribe ikenna,https://play-lh.googleusercontent.com/a-/ACB-R5RhggA7arVHGwwh2TBHHKrMbAyHfNNENOkmGG3ZuQ,SCAM!!! SCAM!!! SCAM!!! SCAM!!! SCAM!!! SCAM!!! SCAM!!! Don't download this App SCAM!!! SCAM!!! SCAM!!! After filling all requested from me I click Apply 2days now App refused to open customer service refused to answer. Why allow me submit my details if you know you don't offer loans no even a call contact to reach out. Reach out to your customer service that's not responding to me? No phone number to call? Because the email address here for support it's SCAM SCAM SCAM Because no one is respon,1,0,14.3,2023-03-15 16:00:56,"Hi, we're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at support@irorun.com.",2023-03-15 14:20:48
fcbafb57-9254-40c3-889d-be2131f2b24f,David Haastrup,https://play-lh.googleusercontent.com/a/AGNmyxaSOSV2yskFQ1KDqlo4nvnOcHKWdKI4BaCwm94X=mo,"Great User interface, and really seamless experience",4,0,14.3,2023-03-14 23:24:35,Hi! We are glad that you like our app. We'd very much appreciate if you have any recommendations/suggestions for us to get 5-star rating. Thank you very much.,2023-03-15 14:21:14
01ee83de-98ad-4b4e-888b-f41dd69b36e9,otis okolokolo,https://play-lh.googleusercontent.com/a-/ACB-R5Tkbdm54Lyo6LelHpkFXobxdh-rMTVYHWt7jUwO,Fantastic,5,0,,2023-03-14 22:37:39,Thanks for taking out time to rate us. It really helps us to keep going and delivering the best :),2023-03-15 14:21:30
02adce06-1a3e-4b4f-a48e-509637e312fc,niche hamdsome,https://play-lh.googleusercontent.com/a/AGNmyxZxuTqi0qc2Ct-UCIUvhTViJTKuA7PQ5hV5N4QQ=mo,"Am trying to longing I was told to put referral code, which I don't know the meaning",1,0,14.3,2023-03-14 01:27:50,"Hello, Thank you for reaching out to us. Please note referral code is not compulsory if you were not referred by anyone.",2023-03-14 13:57:16
cab1453d-6268-4ec5-8661-5c5d2591f856,Fauzeeano Abike,https://play-lh.googleusercontent.com/a-/ACB-R5TfABLjwpGoMAYFL0eYiYKczTCTM-WyPuKIX2niTw,Very easy and fast disbursed,5,0,14.3,2023-03-13 16:58:24,"Hi, thank you very much for your feedback.",2023-03-15 14:21:45
e44746ba-caa5-48de-992f-e0b785dd3f5e,Shallom Markus,https://play-lh.googleusercontent.com/a/AGNmyxa1_boQQryU7Faf_zXtSS8-Q4bcyjC2NG8NzMAa=mo,"After a successful registration, boom, it refused to open since morning. What maybe de cause?",1,0,14.3,2023-03-13 16:19:24,"Hi, please email us a screenshot of the error you are facing along with your mobile number at support@irorun.com so we can look into this for you. We apologise for any inconvenience.",2023-03-13 14:57:28
c9ab44da-06c8-456d-a1fe-6576beb4ef05,DOLIVON,https://play-lh.googleusercontent.com/a/AGNmyxbWuWPGS-P7P3u4fOUBjeB1ngZADy10JNzOFxK0=mo,I will recommend that Irorun reduces the processing fee in order to improve their customers as the lower the charges on a loan the more the customers.,4,0,14.3,2023-03-13 10:14:38,"Hi, thank you very much for your feedback.",2023-03-13 14:56:35
09a5f8c0-beb1-43cf-8989-7e67b70fe2e1,Placidus Ebuka,https://play-lh.googleusercontent.com/a/AGNmyxYWcLeiNJuS8kuuxDFEI4V5-NGciYvNqoQ2BYyI=mo,It's friendly and easy to navigate.,5,0,14.3,2023-03-13 04:25:12,"We're always working hard to improve the app. Thanks for your download and feedback.
",2023-03-13 14:56:55
bcabc8fb-f095-49c4-adba-530fd264e256,Oluwaseyi Akinola,https://play-lh.googleusercontent.com/a/AGNmyxZfQD6Se3WzYb8RfnKPJ1MF9fzZSRC267-QnlXQ=mo,Scam,1,0,14.3,2023-03-13 01:44:07,"Hi, we'd be happy to see what happened with your account. Please contact us at support@irorun.com.",2023-03-13 14:57:07
f985688d-e805-4083-907f-b30ba9cef458,esther emeka,https://play-lh.googleusercontent.com/a/AGNmyxap2GhEwMiCU5ZTbsCs6ZJookEf0nncMnV2BB7a=mo,Please my app is not showing anything after logging in,1,0,14.3,2023-03-12 22:19:49,"Hi,
We are sorry for the inconvenience caused. Kindly share your concern along with the error screenshot at support@irorun.com for further assistance.",2023-03-13 14:57:19
2fe091c8-1b85-4360-acd2-4f8686ac7a71,iliasu abdullateef,https://play-lh.googleusercontent.com/a-/ACB-R5SaYx5ynJyjhr39HZqOCI1fBrE7r7oZUMC-IWyy,This is an excellent app please keep the good work going,5,0,,2023-03-12 21:13:42,"Hi, thank you very much for your feedback.",2023-03-13 14:57:40
613fbe40-e763-492a-8415-36abd270ef5f,David Ayuba,https://play-lh.googleusercontent.com/a-/ACB-R5SyemUl9p5sWHka5OJ-QfzwYO3-fO11IMARRk_cXQ,"After reading people's comments, I decided to try the app and the registration process was successful. But since then, all efforts to open the app has failed. After imputing my password or thumbprint the screen will become blank with no display for as long as I leave it on. Please why is it so?",3,0,14.3,2023-03-12 09:30:27,"Hi, please email us a screenshot of the error you are facing along with your mobile number at support@irorun.com so we can look into this for you. We apologise for any inconvenience.",2023-03-13 14:57:57
85f47d6a-d9f9-44e5-a5f1-f42cd5007c5c,Gabriel Gemma,https://play-lh.googleusercontent.com/a/AGNmyxaEd6szOmFBrqV7lWekv8uvGddmfj1KC3h4oVZ5=mo,The customer service needs an improvement for easier response Maybe a WhatsApp link other than email can help.,4,0,,2023-03-12 06:37:37,"Hi,
We would like to chat with you with regards to your experience with us. Can you provide us your customer ID at support@irorun.com so that we can reach out or reach out to us via the chat embedded in the Irorun app",2023-03-13 15:00:00
08d84f9e-a75b-464a-9fd1-fcb18c1bba6e,Eddie Chiazor,https://play-lh.googleusercontent.com/a-/ACB-R5SWmTWuDi02ObmFNRCK4yvqS_miKHtLK9mcSZYb-g,Awesome Experience,5,0,14.3,2023-03-12 03:34:04,Thanks for taking out time to rate us. It really helps us to keep going and delivering the best :),2023-03-13 15:00:22
