reviewId,userName,userImage,reviews,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
ad7b6d33-525b-424d-a8e9-a95eac71f241,Akerobe Emmanuel,https://play-lh.googleusercontent.com/a/AGNmyxbZNbZn_Kf8hrjF-B9qljSxGyKqMM3A2yT2Txbl=mo,Nice app to use but so stressful to register,4,0,1.6,2022-10-12 19:31:21,"We are glad to inform you that the issue with registration has been sorted out. You should be able to register seamlessly. If you have any other trouble, please contact us on +2349137110506 and include your mobile number.",2022-10-12 19:56:24
f2615a09-a1cb-475c-9848-a16d2f0869f5,Justina Justinanwa,https://play-lh.googleusercontent.com/a/AGNmyxbrV-CfDuOIOukOLv6mesFlVHLh3VdFK5V80PH1=mo,"This app isn't bad, it takes due process tho but is ok. Will grade it 5 star will am credited.",3,0,1.6,2022-10-12 16:33:58,"Hi, thanks for using the app. We'd really appreciate if you could rate us 5 stars here on Google Play. Rating is very important to us in establishing trust with our user base. If you have any concerns or suggestions, please do not hesitate to contact us at +2349137110506.",2022-10-12 19:57:26
0ff99132-934d-409c-abc5-caba44daaff4,Fari at,https://play-lh.googleusercontent.com/a/AGNmyxYmiaGVdbv0OzuIOsWdN7q2mTixdBi3PCM01-v5=mo,Best loan app ever,5,0,1.6,2022-10-12 15:21:53,,
b2f53e32-a00f-44b3-bff8-003763fe9d04,Bankole Akinwumi,https://play-lh.googleusercontent.com/a-/ACB-R5T7m79UfHp0HRxnLSHpp-ZsqRzFtXL2BihT0MTCxCA,"Very good experience using the app, i strongly recommend it to anyone.",5,0,1.6,2022-10-11 11:06:03,It is delightful to hear such positive words and it’s always a pleasure to serve our users.,2022-10-12 19:57:36
cd2e93ff-7144-462c-a56d-bd6cb9d70ca2,Ufot Samuel,https://play-lh.googleusercontent.com/a-/ACB-R5ThDrOT9bVPMb3s2yYfGqvVJRKITNszufaIF0AROg,"Ever since I started using this app, it has served as a great means of taking care of my financial needs, the customer care has always been supportive. Thanks for always showing up for me.",5,8,1.6,2022-10-10 22:11:17,"Hi, thank you very much for your feedback.",2022-10-12 19:57:55
a99edfd6-02e7-4797-ac32-ead5a4d045a6,ekokotu okeoghenemarho,https://play-lh.googleusercontent.com/a/AGNmyxYamDHUlYEK0MtXFMFtX_Ck9V-ko17xF9DhgbUW=mo,Fantastically superb,5,0,1.6,2022-10-10 17:56:49,It is delightful to hear such positive words and it’s always a pleasure to serve our users.,2022-10-12 19:58:10
65faa61c-e7cf-483c-99c6-e3bf00ac75a7,Batholomew Nwuchola,https://play-lh.googleusercontent.com/a/AGNmyxbRB2csKrv3AQmEuY7DkNqL7C2dTkjfNbeDuC63=mo,"This app is not good at all, after someone pay for a loan to get another one is a problem, saying they have a technical issue nonsense, playing with someone bussiness money",2,2,1.6,2022-10-10 04:44:12,Sorry we do not support payments to Palmpay or Opay accounts. Chat with us on support.,2022-09-25 21:09:59
06126423-9ee9-45b2-82ee-df3fc0e0985f,Taiwo Timothy (Sky),https://play-lh.googleusercontent.com/a-/ACB-R5S1yKzxSJKMYNXuSz1iT-enr3yDLOQ_3MxVN6EI,Nice loan app,5,0,1.6,2022-10-09 04:36:50,"Hi,
Thanks for your feedback. We are continuously working on adding more features to our app to make your experience better.",2022-10-12 19:58:32
84a8ce01-e39f-494c-9f7b-066937ce418f,Uche fidelis Ihuarulam,https://play-lh.googleusercontent.com/a-/ACB-R5TeJOv6kWuIdRoTxvd0z7I743qE7I3ESV6sZEDO,"After waiting for some hours to disburse, then comes too many questions, your working address etc",2,0,1.6,2022-10-09 04:20:07,"We apologise for the difficulties you experienced while registering with us. If you would like some assistance or additional information, please contact us via +2349137110506 and we will be happy to help you further.",2022-10-12 19:58:42
059a525c-cb15-4b8b-a515-84737b24683a,babatunde emma,https://play-lh.googleusercontent.com/a-/ACB-R5SgfnOu4x-JhUK7ZVxzAhdABFgBar0fBaYziSEycw,"Simple registration but after binding my card,to enter my transaction pin ,it is rejecting it, please work on it.",2,2,1.6,2022-10-09 00:14:45,"Hi, can you please send us your account details along with the screenshot of the problem to +2349137110506 so that we can help you. Thank you for using our app.",2022-10-12 19:58:55
36f0f6f1-0900-4ea9-938d-1b64f6ca5490,Adelola Sunday,https://play-lh.googleusercontent.com/a/AGNmyxY2z63MzCEUsAvtYS6b1WHhb8d-A40NqdGxoXWr=mo,Is okay but I will complete it after disbursement,2,0,1.6,2022-10-08 20:30:10,,
9a5f130b-c26a-4133-84e8-fc41819579b0,David Umoh,https://play-lh.googleusercontent.com/a/AGNmyxYYoDnfi2HeoXfuz50CQNS0OxKdSg0dB8C7A4Tb=mo,Just taking my second loan from you guys ....you guys are simple wonderful,5,0,1.6,2022-10-06 21:29:27,"Hi,
Thanks for your feedback. We are continuously working on adding more features to our app to make your experience better.",2022-09-25 21:10:41
09b71204-bc09-40e8-849d-5009b354f3ab,Owolawi Akinleye,https://play-lh.googleusercontent.com/a/AGNmyxafk0_ysmxPEA2vG0uwudQZr49zwQzJIgh_1FNj=mo,"This app is very good, I recommend this loan app to anybody who needs urgent help, they will not disappointed, keep the good work",5,1,1.6,2022-10-06 13:27:52,,
d6cbd0bd-d5f3-4a42-9180-be1b28555b67,David Okoh Bassey,https://play-lh.googleusercontent.com/a-/ACB-R5San9BjN1ASCJji4EWGufGoBUWTt8mfZPY5HrYnng,I tried registering but the app couldn't validate my BVN..,1,0,,2022-10-05 18:07:08,"We apologise for the difficulties you experienced while registering with us. If you would like some assistance or additional information, please contact us via +2349137110506 and we will be happy to help you further.",2022-10-05 19:24:11
200e845d-fbe8-47b6-b822-2f03bbc5343c,Barbara Ybarra,https://play-lh.googleusercontent.com/a/AGNmyxYemQDK4edE_SYWetzocisk6cVK-oe1pb8uIJw5=mo,You guys have approved my loan and I've placed a withdrawal but since I haven't received the money in my bank account why,3,0,1.6,2022-10-04 04:16:57,"Hi,
Please contact us at +2349137110506 to have your issue resolved.",2022-10-04 04:53:05
25ebfc8f-73be-4d94-8a7e-72baf653e0a9,Godsent Ubhi,https://play-lh.googleusercontent.com/a/AGNmyxbLpiMUwkU-S7v6W-JIyhl1j5pfxk93XNBkqDvn=mo,"Password working until one day it says invalid credentials, I did the forgot password, changed it and immediately it said invalid credentials again, I've been unable to login since.",1,35,1.6,2022-10-03 16:01:06,We regret the inconvenience you had to face. For better assistance please share your information with +2349137110506. We will be happy to assist you.,2022-10-03 21:14:38
e0a35d94-fc41-465f-90d1-4ab371f863aa,Chinedu C. Amuzie,https://play-lh.googleusercontent.com/a-/ACB-R5R6ZmNp4iwut-uG1zzVmP8w-0yNKuO6y3jHoTED,So far so good!,4,0,1.6,2022-10-02 21:50:50,"Thank you for your review! If you have any suggestions on how we could improve and enhance your user experience, please don't hesitate to share them with us.",2022-10-03 00:04:56
dd0af721-5b3b-45ea-bf75-87392569e124,Abugbe Stella,https://play-lh.googleusercontent.com/a/AGNmyxYX1YT_0G_tqKwYPUqjye5M89IYJYY40naMAJgZ=mo,"Good app, very reliable and trustworthy,i will recommend it for u",5,0,1.6,2022-10-02 20:21:29,,
b794c1ae-ddb0-48ef-980a-040f4b2ff281,Joy Onome,https://play-lh.googleusercontent.com/a/AGNmyxZJS4V6MADfiCnh9QkaA9398qYoCTNsKqyYBD7R=mo,The app is really good for loans try it ou very reliable,5,0,1.6,2022-10-01 19:14:14,,
fcfc36cf-8a23-4e1f-afce-284d5f2c82ff,LEONARD OKUSONOGU,https://play-lh.googleusercontent.com/a/AGNmyxa8fqpNnQ94VnzEMx0Dv7RbI27uNwgWxDlYQ8Ht=mo,"Very interesting to use.. Good repayment plan, and nice start up amount. Kudos..",5,2,1.6,2022-10-01 13:39:24,Thank you for your encouraging words. So very kind of you.,2022-10-01 14:56:46
680c947b-9ff0-4096-833e-666425e1811a,CY & NYASH,https://play-lh.googleusercontent.com/a-/ACB-R5TXJ8jXjo69JQnAZqQ_sdarBbxSf2zfDUao1D5epg,Best loan app and easy to apply,5,0,1.6,2022-10-01 13:31:00,,
da78f863-137b-43b2-b115-14dc1f1796ce,Umeh Joy,https://play-lh.googleusercontent.com/a/AGNmyxZ7vydqS7pA8RQ-5BAloZFG7NIfp5dV7LyB3GsL=mo,"My delay withdrawal have been credited backto mu UGT, i love the way of the app, follow who know road, urgent10 know road, but the last withdrawal still hang up agail",5,10,1.6,2022-10-01 07:34:23,,
f54297f4-cbf7-4f4c-82b4-46be0778ad95,Micheal Henry,https://play-lh.googleusercontent.com/a/AGNmyxYJ45tQVNbZOM3c05YEl1oN0dPhlsID_f79wJKH=mo,this perfectly good I love everything about this app thanks to the developers it can also served as bank not only loan app,5,0,1.6,2022-09-30 15:01:28,,
643482e3-587e-40cc-8001-c178aeb6ef74,Faven Dautur,https://play-lh.googleusercontent.com/a/AGNmyxb2kY0SMgR3QAn2mNlizwULfFT--OHg_bIH2Z1B=mo,The app looks promising but it is a wack. don't waste your data downloading because it is useless. Applied for a loan and it keep showing pending application for past hours,1,41,1.6,2022-09-29 19:41:12,,
086ece4b-b66f-452a-8492-1a480d04a266,Olamilekan Olufela,https://play-lh.googleusercontent.com/a/AGNmyxaEwPXYJM5h2qvqSMmoiLGsnR1VtK0NOI3h_Vd5=mo,Good App,1,0,1.6,2022-09-29 14:56:36,,
8ed4c93c-7dc4-4068-b57f-808bca32a9a4,ONAOLAPO EBENEZER ABIODUN,https://play-lh.googleusercontent.com/a/AGNmyxabx4y6Iz4d1CFlrSz0m-4DOTcjvDrP9Vl_YV89=mo,This is awesome. The app is very good,5,0,1.6,2022-09-29 03:37:13,Thank you very much. Keep using our app :),2022-09-29 06:00:26
8217bb62-b46c-4db7-ac84-ad0a8a480547,Jibrin Ya'u,https://play-lh.googleusercontent.com/a/AGNmyxankL-L90bU-Vxo70frB3TyIyG1vrAyrQzSkmnm=mo,Great usefull apps with organise repayment schedule and soft interest.,5,1,1.6,2022-09-28 02:30:59,,
377e1eef-3441-4073-a404-f861b5e30055,Alejolowo Qodir,https://play-lh.googleusercontent.com/a/AGNmyxZ8XmswAgbNbUEBXbeiRsXXqc7nyXrv7QqLNadW=mo,I never received my loan but I will still give you 2star untill it was done then I can complete the star,2,0,1.6,2022-09-28 02:15:49,,
39692bde-aed4-459e-bb66-33f3302bee75,Fadiya Segun Ademola,https://play-lh.googleusercontent.com/a-/ACB-R5Se4n3OmhGQk4x2SO6jOHYro_-L3Qc4rs2x_-cf,"Nonsense app......i withdraw my savings of #15000 urgently when I need money and they dont disburse it, i sent messages times without number and they're yet to do something on it and they're reminding me of their 6k.",1,1,,2022-09-27 12:44:06,,
1b41fa50-1451-4d3c-a328-9584994f7d44,Haleemat Okikiolah,https://play-lh.googleusercontent.com/a/AGNmyxZTeIqnEjs7C9FMYzt1C6C_2xCAb5Mt4EHYIPdz=mo,I will be so glad if this app is good to use if the service is good they will enjoy me,5,0,,2022-09-26 19:00:56,,
9c513df1-1bc0-4bf7-a867-054d34a7062f,Lateefat Motunrayo,https://play-lh.googleusercontent.com/a/AGNmyxYJ764990-HswmIEfIqOP3ohmJZXSe8qYs-OiY_=mo,"After you credited me,I will give you the remaining stars",2,0,1.6,2022-09-25 19:18:12,,
42f8ddc1-f326-4534-8761-e99bfd4a3e37,Blessing Tochukwu Ani,https://play-lh.googleusercontent.com/a/AGNmyxawO3STKhQEgCjcFcweAxN3Po2voRkJwQjLqnZe=mo,Ver nice app simple and low interest,3,0,1.6,2022-09-25 19:13:20,We appreciate the feedback! Please let us know how we can earn your 5 star rating.,2022-09-25 21:08:53
b2277a31-0bf3-4a41-b438-2109a208ee1c,Iyanu Olojede,https://play-lh.googleusercontent.com/a/AGNmyxbaBAaSYOCl0ln-6PggbWG5iaMRktJ9GTP-kwUI=mo,Straight up app.. nice,5,0,1.6,2022-09-25 16:35:53,"Hi, thank you very much for your feedback.",2022-09-25 21:08:09
e659d599-1132-4e27-81cb-8202bf90d87c,Tyolumun Joseph Avaan,https://play-lh.googleusercontent.com/a-/ACB-R5TMT7GK29Rd5shxLTsf8QH-mS_AeO7qlivRjcN7,A mess,1,0,,2022-09-25 06:25:17,,
e5dad5fe-33aa-4a58-ae88-07f003703c45,Israel Laya,https://play-lh.googleusercontent.com/a/AGNmyxYDSIwmL6EVDAjPgo5N3_I6T3zp4CC_NwOAkok=mo,Though expecting my loan. Hope to increase the stars when successful,2,0,1.6,2022-09-24 23:26:57,,
67624dac-cfe7-409d-89a3-73089c704de2,Mhiz Empress,https://play-lh.googleusercontent.com/a/AGNmyxY2vzSpmOiPCfwDTZQtVVDoCY4vbSsoR4BuDo4a=mo,Very easy app hoping to get my loan,5,0,1.6,2022-09-24 22:46:08,"Hi, thank you very much for your feedback.",2022-09-25 21:10:19
ca7aa69b-2524-4341-9c1e-b8d8d9f0aff2,Abiodun Azeez,https://play-lh.googleusercontent.com/a-/ACB-R5T4MII79lrITls1u-7TDY7jwUgx5SjufKMQ6VoUlg,Can't give precise comment because I have not received any loan yet to know if it reliable unlike other,2,0,1.6,2022-09-24 05:17:20,,
741529cb-88ed-4352-8cb6-40815b3768c3,Atos Mira,https://play-lh.googleusercontent.com/a/AGNmyxZQVf0jduqRMz7o2Ane3Hj12r37A-SGhrddMOj3=mo,The registration is easy And smooth .I just apply for a Loan and am waiting for them to disburst it to my wallet. Am ratting this 4star for now.,5,1,1.6,2022-09-24 00:47:32,,
74743abc-b43c-4762-93bc-4c2dbce427d7,Esther James,https://play-lh.googleusercontent.com/a-/ACB-R5Rc7zvfq8E-z7MhgehucAMK40IG20Je04jdT4ndhQ,Wow what an excellent app,5,0,1.6,2022-09-23 02:53:20,,
35384af8-ce87-407d-8d81-66cf9cf794f6,Azeez Moshood,https://play-lh.googleusercontent.com/a-/ACB-R5Sxjtk1zb6N5GCT6cV8QujPXuPUh2hf9oleWCWp,Good loan app,3,0,1.6,2022-09-23 02:38:03,,
4c26bb32-d2e2-4a0c-9ab7-8ec5e882c634,Idehen Elijah Daniel,https://play-lh.googleusercontent.com/a-/ACB-R5S1gZltI78x6GgJdiSQH7w5CErfNaAQbSaZ7hZBkA,Good so far!,5,0,1.6,2022-09-23 00:02:46,,
40968aac-cc93-4724-a568-6cb7a73feec3,Adenekan Oluwaremilekun,https://play-lh.googleusercontent.com/a-/ACB-R5TFIYFsX15x5P6qftODrowRCXLgDNrEVH-03Ip9nw,My limit is small,1,0,1.6,2022-09-22 20:00:34,,
dd3547d2-fd42-442e-93c0-6f8c8ba489b8,Tokunbo williams Ibrahim,https://play-lh.googleusercontent.com/a-/ACB-R5R4qXwFOYe_YVbN250mUQe3YEgB6uhKacoeXBMc,Good and easy intres,5,0,,2022-09-22 19:59:01,,
cbfbf2d0-6ba5-4d06-912e-1c9aeac28ea5,Busari Tairu,https://play-lh.googleusercontent.com/a/AGNmyxYGRK_1YILNLjmScAbVmwfKszugdRK4u-ePT0mg=mo,Urgent10k na real app loan fast proses,5,0,1.6,2022-09-22 16:14:38,Thank you for your encouraging words. Thank you !!,2022-09-22 18:01:46
a8db9116-e0e3-40e0-b003-698874687f04,Ajibade Adewale,https://play-lh.googleusercontent.com/a/AGNmyxbFe87DGLupFQGbvufkN0k3Lkn9jYwBX9yL9Qi2=mo,"It a good experience at first but later bad,I can't login again,it saying an unknown error that I should contact customer Care support,but what is there customer care line...",1,19,1.6,2022-09-22 11:21:18,,
515e5748-7d1b-4688-a453-d744f64eb7f9,John Kenedy,https://play-lh.googleusercontent.com/a/AGNmyxZLEdFWsBuybgUbOmgg8sbuKWXJQeAwJRF8V4fc=mo,"U guys no u won't offer loan so y deducting 50 for adding of card, and I was debited 3 times, pls refund",1,0,1.6,2022-09-21 23:47:27,,
5d9c1f9c-8e38-4160-888b-f49db1e426ce,Osaro David,https://play-lh.googleusercontent.com/a/AGNmyxYuTUqT5zEyzvicrjhnDZCiqrl_ZrQERF0NAfHN=mo,Good,5,0,1.6,2022-09-21 21:02:10,,
88d1b808-3ef2-4068-aec8-22d9f50129aa,Ibrahim Waliu,https://play-lh.googleusercontent.com/a/AGNmyxYxR4dyEHriuWKPQilyVisaBfgO74EiNAWM8hCc=mo,People are saying is good,4,0,1.6,2022-09-21 17:46:30,Thank you for your interest in our app. We will appreciate your personal rating as well.,2022-09-21 18:08:57
a789f2d9-8cfd-4b58-9576-9673664f243d,Johnson Oluwasegun,https://play-lh.googleusercontent.com/a/AGNmyxZaHSrL18MLnX14k2nWVE6EkS-Q9SsDI3X_RTM=mo,"Best loan support app,my regards",5,0,,2022-09-21 00:49:47,"It is delightful to hear such positive words and it’s always a pleasure to serve our users.
Thank you.",2022-09-21 02:20:12
3173d164-2abe-43a7-b766-896d62d6fac7,Opeyemi Abidemi,https://play-lh.googleusercontent.com/a/AGNmyxZHN867LpfvHj-VypG-uegZbsrqw0jGmB164njzKg=mo,"This app is a complete nonsense, you guys should return my card binding fee",1,2,1.6,2022-09-20 19:46:52,,
c605a45c-56e9-4062-927a-1640c7178546,Adedeji elemoro,https://play-lh.googleusercontent.com/a/AGNmyxbtFmfCKLgeNQaHcdalAYgZ2mLCz1ekSK6o6P4=mo,Good loan app,5,0,1.6,2022-09-20 03:17:05,,
93374f37-4487-4989-ab36-42a8aa82f41c,GIDEON MORENIKEJI,https://play-lh.googleusercontent.com/a/AGNmyxaTOBgf2eN04UFKCuhnvDG6DTgSCWvu-Nmof6XB=mo,Very intresting,5,0,1.6,2022-09-19 05:14:41,,
a274895a-935d-4000-a097-f577d506c3ac,Onuh Precious,https://play-lh.googleusercontent.com/a/AGNmyxaJ62a6LaIj0kaDCyqThnrPxEoC9X4FAr-NvHwn=mo,It is fast and reliable,5,0,,2022-09-18 16:38:50,"Thanks for taking out time to rate us. It really helps us to keep going and delivering the best :)

We appreciate the review from you.",2022-09-18 18:47:42
3ccd3732-f077-42da-92f3-8a97791adb69,ATIKU ABUBAKAR,https://play-lh.googleusercontent.com/a-/ACB-R5TpIXAwmxI5Zpk62-g3lvuR84vfNxv3PSalE-8H-A,Urgent10k is cool and fast,4,0,1.6,2022-09-17 18:28:22,,
b3e71af7-f76d-4f8e-b28b-7346fbe332d7,Charles Charlibobo Uchenna,https://play-lh.googleusercontent.com/a-/ACB-R5S3XdK4BozcZZ1FN34lN8QdZBHjk4chDanOs9ig3Q,Terrible scam,1,0,1.6,2022-09-17 16:02:59,,
d65e23bd-6f7a-477d-bb08-9944c4f4e364,Loveth Jay,https://play-lh.googleusercontent.com/a/AGNmyxYZMmBZX0ejzgcnc4Nu_0px03lTDLyCuunEBgEV=mo,"The don't deliver withdrawn funds that the approve. I told you people don't send me repayment messages again. You said you will sort your app out, pls do it and take back your money where you sent it to.",1,4,1.6,2022-09-17 15:47:07,,
38167a99-2b7a-46ba-8dbd-f86ccf30a763,ADEDIRAN OLASENI,https://play-lh.googleusercontent.com/a-/ACB-R5QR16rXBaKsGYiMyLL0SzyGPsgHJTo06Xz4Gh9IpbQ,The app is not bad but you guys are taking forever to approve my load of just 5k.. till now the money has not been approved and you guys want me to pay back the same say it expired if it was approved.,2,2,1.6,2022-09-17 15:15:41,"Hi, we'd be happy to see what happened with your account. Please contact us at +2349137110506.",2022-09-17 15:31:23
fcdcd4c0-b9ac-44c6-91b5-9db0f035c624,Abdulrafiu Olayinka,https://play-lh.googleusercontent.com/a-/ACB-R5Qo3H2_WLXZuN8vBI7jEAJQsCGdsQLf6as0GXZS,This app is a scam app they deduct #50 in my account and they don't give loan,5,0,1.6,2022-09-17 03:37:43,Louder !! It is delightful to hear such positive words and it’s always a pleasure to serve our users.,2022-09-17 03:16:06
40fdde57-dc22-4da1-9614-a91fb0863ed3,Christopher Jerry,https://play-lh.googleusercontent.com/a/AGNmyxaZWY6LtYRV2vq5Kzyfyz416S221cncCF9KpoY=mo,It's fast but waiting to receive the money so I can complete the Star ??,2,2,1.6,2022-09-16 06:23:02,,
2f1dc197-bb4a-49bb-8f6a-77d3dfbe8bf2,prince otuwa,https://play-lh.googleusercontent.com/a-/ACB-R5SkgFiOO1DxbKJ04fyv7OQ7c2x-plBnjEVP7WCy,Cool,5,0,1.6,2022-09-15 06:17:17,Glad you like it! :),2022-09-15 16:36:00
8e98b318-8e21-464a-a1cb-a2576445c693,Mavyn Draky,https://play-lh.googleusercontent.com/a-/ACB-R5SdPhalBo6Hi2mMxNH1LRqalTtUPTt0ZBLtH1Ki,At the review show the app was this awesome but after logging in and completing the necessary information it turns out to be something else for the an hour still pending request on a loan I don't understand,1,4,1.6,2022-09-14 22:37:41,"We apologise for the difficulties you experienced while registering with us. If you would like some assistance or additional information, please contact us via +2349137110506 (Whattsapp) and we will be happy to help you further.",2022-09-15 16:36:41
